codigo,nome,unidade,material,maoDeObra,total
06.103.000195.SER,"Argamassa mista de cimento, arenoso e areia traço 1:2:4",m³,288.68,130.27,418.96
06.103.000200.SER,"Argamassa mista de cimento, arenoso e areia traço 1:2:6",m³,269.69,130.27,399.97
06.103.000205.SER,"Argamassa mista de cimento, arenoso e areia traço 1:2,5:3,5",m³,275.87,130.27,406.15
06.103.000210.SER,"Argamassa mista de cimento, arenoso e areia traço 1:3:3",m³,264.16,130.27,394.43
06.103.000215.SER,"Argamassa mista de cimento, arenoso e areia traço 1:3:5",m³,251.07,130.27,381.34
06.103.000220.SER,"Argamassa mista de cimento, arenoso e areia traço 1:3:7",m³,246.62,130.27,376.90
06.103.000225.SER,"Argamassa mista de cimento, arenoso e areia traço 1:3,5:2,5",m³,252.44,130.27,382.71
06.103.000230.SER,"Argamassa mista de cimento, arenoso e areia traço 1:4:2",m³,240.41,130.27,370.69
06.103.000235.SER,"Argamassa mista de cimento, arenoso e areia traço 1:4:4",m³,232.98,130.27,363.25
06.103.000240.SER,"Argamassa mista de cimento, arenoso e areia traço 1:4:6",m³,231.32,130.27,361.59
06.103.000245.SER,"Argamassa mista de cimento, arenoso e areia traço 1:4:8",m³,228.77,130.27,359.04
06.103.000250.SER,"Argamassa mista de cimento, arenoso e areia traço 1:5:3",m³,214.89,130.27,345.16
06.103.000255.SER,"Argamassa mista de cimento, arenoso e areia traço 1:5:5",m³,216.51,130.27,346.78
06.103.000260.SER,"Argamassa mista de cimento, arenoso e areia traço 1:5:7",m³,215.83,130.27,346.11
06.103.000265.SER,"Argamassa mista de cimento, arenoso e areia traço 1:6:2",m³,197.05,130.27,327.32
06.103.000270.SER,"Argamassa mista de cimento, arenoso e areia traço 1:6:4",m³,201.70,130.27,331.97
06.103.000275.SER,"Argamassa mista de cimento, arenoso e areia traço 1:6:6",m³,203.37,130.27,333.64
06.103.000280.SER,"Argamassa mista de cimento, arenoso e areia traço 1:7:3",m³,187.01,130.27,317.29
06.103.000285.SER,"Argamassa mista de cimento, arenoso e areia traço 1:7:5",m³,190.90,130.27,321.17
06.103.000290.SER,"Argamassa mista de cimento, arenoso e areia traço 1:8:4",m³,178.44,130.27,308.71
06.103.000295.SER,"Argamassa mista de cimento, cal e areia peneirada traço 1:1:6",m³,325.17,159.51,484.67
06.103.000300.SER,"Argamassa mista de cimento, cal e areia peneirada traço 1:2:8",m³,327.68,159.51,487.18
06.103.000305.SER,"Argamassa mista de cimento, cal e areia traço 1:0.2:5.4",m³,299.34,130.27,429.62
06.103.000310.SER,"Argamassa mista de cimento, cal e areia traço 1:0.25:3",m³,423.54,130.27,553.82
06.103.000315.SER,"Argamassa mista de cimento, cal e areia traço 1:0.5:5",m³,334.96,130.27,465.24
06.103.000320.SER,"Argamassa mista de cimento, cal e areia traço 1:0.5:8",m³,266.48,130.27,396.76
06.103.000325.SER,"Argamassa mista de cimento, cal e areia traço 1:1:4",m³,429.59,130.27,559.87
06.103.000330.SER,"Argamassa mista de cimento, cal e areia traço 1:1:6",m³,337.41,130.27,467.69
06.103.000335.SER,"Argamassa mista de cimento, cal e areia traço 1:1.2:4.2",m³,434.81,130.27,565.09
06.103.000340.SER,"Argamassa mista de cimento, cal e areia traço 1:2:6",m³,402.75,130.27,533.03
06.103.000345.SER,"Argamassa mista de cimento, cal e areia traço 1:2:8",m³,339.92,130.27,470.20
06.103.000350.SER,"Argamassa mista de cimento, cal e areia traço 1:2:9",m³,319.32,130.27,449.60
06.103.000355.SER,"Argamassa mista de cimento, cal e areia traço 1:2:11",m³,289.45,130.27,419.73
06.103.000360.SER,"Argamassa mista de cimento, cal e areia traço 1:3:10",m³,342.26,130.27,472.54
06.103.000365.SER,"Argamassa mista de cimento, cal e areia traço 1:2:11, com betoneira",m³,289.87,82.15,372.02
06.103.000370.SER,"Argamassa mista de cimento, cal e areia peneirada traço 1:3:9",m³,350.82,159.51,510.32
06.103.000375.SER,"Argamassa mista de cimento, saibro e areia traço 1:0.5:2.5",m³,276.57,130.27,406.84
06.103.000380.SER,"Argamassa mista de cimento, saibro e areia traço 1:1:5.5",m³,241.45,130.27,371.72
06.103.000385.SER,"Argamassa mista de cimento, saibro e areia traço 1:2:2",m³,244.87,130.27,375.14
06.103.000390.SER,"Argamassa mista de cimento, saibro e areia traço 1:3:2",m³,230.61,130.27,360.88
06.103.000395.SER,"Argamassa mista de cimento, saibro e areia traço 1:3:3",m³,203.03,130.27,333.30
06.103.000400.SER,"Argamassa mista de cimento, saibro e areia traço 1:4:5",m³,229.67,130.27,359.94
06.103.000405.SER,"Argamassa mista de cimento, saibro e areia traço 1:4:6",m³,231.73,130.27,362.00
06.103.000410.SER,"Argamassa mista de cimento, saibro e areia traço 1:5:5",m³,215.36,130.27,345.63
06.103.000415.SER,"Argamassa mista de gesso, cal hidratada e areia peneirada traço 0.2:1:3",m³,319.70,159.51,479.20
06.103.000420.SER,"Encunhamento de alvenaria com tijolo maciço cerâmico, 6 x 9 x 19 cm, espessura da parede 6 cm, assentados com argamassa de cimento e areia 1:3",m,2.81,3.50,6.30
06.103.000425.SER,"Encunhamento de alvenaria com tijolo maciço cerâmico, 6 x 9 x 19 cm, espessura da parede 19 cm, assentados com argamassa de cimento e areia 1:3",m,5.62,5.63,11.25
06.103.000430.SER,"Execução de rasgo em alvenaria para passagem de tubulação Ø 15 mm - 1/2 a 25 mm - 1",m,0,4.84,4.84
06.103.000435.SER,"Execução de rasgo em alvenaria para passagem de tubulação Ø 32 mm - 1 ¼ a 50 mm - 2",m,0,7.59,7.59
06.103.000440.SER,"Execução de rasgo em alvenaria para passagem de tubulação Ø 65 mm - 2 ½ a 100 mm - 4",m,0,10.99,10.99
06.103.000445.SER,"Enchimento de rasgo em concreto com argamassa mista traço 1:4, com adição de 150 kg de cimento com Ø 15 mm a 25 mm",m,0.18,3.75,3.93
06.103.000450.SER,"Enchimento de rasgo em alvenaria com argamassa mista de cal hidratada e areia traço 1:4 com adição de 150 kg de cimento, para tubulação Ø 32 mm - 1 1/4 a 50 mm - 2",m,0.73,5.42,6.15
06.103.000455.SER,"Enchimento de rasgo em alvenaria com argamassa mista de cal hidratada e areia traço 1:4 com adição de 150 kg de cimento, para tubulação Ø 65 mm - 2 1/2 a 100 mm - 4",m,2.93,9.01,11.94
06.103.000460.SER,"Entelamento corretivo de superfície com trinca por retração ou dilatação, revestida com argamassa de cal hidratada e areia traço 1:3, largura da tela = 15 cm",m,3.75,10.30,14.05
06.103.000465.SER,"Entelamento preventivo de superfície sujeita a trinca, largura da tela adesiva 25 cm",m,3.33,0.79,4.12
06.103.000470.SER,"Tela soldada para prevenção de trincas em alvenaria/estrutura, largura 6 cm",un,2.71,2.94,5.65
06.103.000475.SER,"Tela soldada para prevenção de trincas em alvenaria/estrutura, largura 7.5 cm",un,2.90,2.95,5.85
06.103.000480.SER,"Tela soldada para prevenção de trincas em alvenaria/estrutura, largura 10.5 cm",un,3.31,2.97,6.28
06.103.000485.SER,"Tela soldada para prevenção de trincas em alvenaria/estrutura, largura 12 cm",un,3.34,2.98,6.32
06.103.000490.SER,"Tela soldada para prevenção de trincas em alvenaria/estrutura, largura 17.5 cm",un,4.45,3.03,7.48
06.103.000495.SER,"Verga reta moldada no local com forma de madeira considerando 5 reaproveitamentos, concreto C20 S50 armado",m³,1224.77,740.59,1965.36
06.103.000500.SER,"Verga em arco moldada no local com forma de madeira considerando 5 reaproveitamentos, concreto C20 S50 armado",m³,1540.67,833.00,2373.67
06.103.000505.SER,"Verga /cinta em bloco de concreto canaleta 11.5 x 19 x 39 cm",m,12.56,9.97,22.52
06.103.000510.SER,"Verga /cinta em bloco de concreto canaleta 14 x 19 x 39 cm",m,13.26,12.85,26.12
06.103.000515.SER,"Verga /cinta em bloco de concreto canaleta 19 x 19 x 39 cm",m,20.05,12.85,32.91
09,"Coberturas",m²,0,0.63,0.63
09.101,"Calhas, rufos e condutores",m²,0,0.63,0.63
09.101.000005.SER,"Calha de chapa de cobre nº 24 desenvolvimento 25 cm",m,188.13,34.65,222.78
09.101.000010.SER,"Calha de chapa de cobre nº 24 desenvolvimento 28 cm",m,210.16,35.81,245.97
09.101.000015.SER,"Calha de chapa de cobre nº 24 desenvolvimento 33 cm",m,246.86,36.96,283.82
09.101.000020.SER,"Calha de chapa de cobre nº 24 desenvolvimento 40 cm",m,299.73,37.54,337.27
09.101.000025.SER,"Calha de chapa de cobre nº 24 desenvolvimento 50 cm",m,373.16,38.70,411.85
09.101.000030.SER,"Calha de chapa de cobre nº 26 desenvolvimento 25 cm",m,106.77,34.65,141.42
09.101.000035.SER,"Calha de chapa de cobre nº 26 desenvolvimento 28 cm",m,123.89,35.81,159.70
09.101.000040.SER,"Calha de chapa de cobre nº 26 desenvolvimento 33 cm",m,157.03,36.96,194.00
09.101.000045.SER,"Calha de chapa de cobre nº 26 desenvolvimento 40 cm",m,193.84,37.54,231.39
09.101.000050.SER,"Calha de chapa de cobre nº 26 desenvolvimento 50 cm",m,210.47,38.70,249.17
09.101.000055.SER,"Rufo de chapa de cobre nº 24 desenvolvimento 25 cm",m,184.36,17.33,201.69
09.101.000060.SER,"Rufo de chapa de cobre nº 24 desenvolvimento 28 cm",m,206.39,17.33,223.72
09.101.000065.SER,"Rufo de chapa de cobre nº 24 desenvolvimento 33 cm",m,243.09,17.33,260.42
09.101.000070.SER,"Rufo de chapa de cobre nº 26 desenvolvimento 25 cm",m,79.07,17.33,96.40
09.101.000075.SER,"Rufo de chapa de cobre nº 26 desenvolvimento 28 cm",m,90.48,17.33,107.80
09.101.000080.SER,"Rufo de chapa de cobre nº 26 desenvolvimento 33 cm",m,153.26,17.33,170.59
09.101.000200.SER,"Calha de chapa de aço galvanizado nº 24 desenvolvimento 25 cm",m,22.49,28.88,51.37
09.101.000205.SER,"Calha de chapa de aço galvanizado nº 24 desenvolvimento 28 cm",m,26.94,30.32,57.27
09.101.000210.SER,"Calha de chapa de aço galvanizado nº 24 desenvolvimento 33 cm",m,30.81,31.77,62.57
09.101.000215.SER,"Calha de chapa de aço galvanizado nº 24 desenvolvimento 40 cm",m,36.19,34.65,70.85
09.101.000220.SER,"Calha de chapa de aço galvanizado nº 24 desenvolvimento 50 cm",m,43.74,37.54,81.28
09.101.000225.SER,"Calha de chapa de aço galvanizado nº 26 desenvolvimento 25 cm",m,20.63,28.88,49.51
09.101.000230.SER,"Calha de chapa de aço galvanizado nº 26 desenvolvimento 28 cm",m,23.14,30.32,53.47
09.101.000235.SER,"Calha de chapa de aço galvanizado nº 26 desenvolvimento 33 cm",m,25.14,31.77,56.91
09.101.000240.SER,"Calha de chapa de aço galvanizado nº 26 desenvolvimento 40 cm",m,31.38,34.65,66.04
09.101.000245.SER,"Calha de chapa de aço galvanizado nº 26 desenvolvimento 50 cm",m,37.73,37.54,75.27
09.101.000250.SER,"Condutor de chapa de aço galvanizado nº 24 Ø 100 mm - 4",m,23.59,23.10,46.69
09.101.000255.SER,"Condutor de chapa de aço galvanizado nº 26 Ø 100 mm - 4",m,17.96,23.10,41.07
09.101.000260.SER,"Rufo de chapa de aço galvanizado nº 24 desenvolvimento 25 cm",m,18.80,14.44,33.24
09.101.000265.SER,"Rufo de chapa de aço galvanizado nº 24 desenvolvimento 28 cm",m,23.22,14.44,37.66
09.101.000270.SER,"Rufo de chapa de aço galvanizado nº 24 desenvolvimento 33 cm",m,27.04,14.44,41.48
09.101.000275.SER,"Rufo de chapa de aço galvanizado nº 26 desenvolvimento 25 cm",m,15.48,14.44,29.92
09.101.000280.SER,"Rufo de chapa de aço galvanizado nº 26 desenvolvimento 28 cm",m,17.78,14.44,32.22
09.101.000285.SER,"Rufo de chapa de aço galvanizado nº 26 desenvolvimento 33 cm",m,20.64,14.44,35.08
09.101.000300.SER,"Rufo de fibrocimento direito ou esquerdo para telha estrutural com largura útil 490 mm",m,65.62,1.44,67.06
09.101.000305.SER,"Rufo de fibrocimento direito ou esquerdo para telha perfil ondulado com largura útil 500 mm",m,56.06,2.02,58.08
09.101.000310.SER,"Rufo de fibrocimento direito ou esquerdo para telha perfil ondulado e=6 ou 8 mm",m,35.46,2.31,37.77
09.101.000400.SER,"Calha beiral PVC semicircular, Ø 125 mm incluíndo emenda, esquadro, bocal, terminal, suporte e vedação, não incluído condutor",m,76.52,14.44,90.95
09.101.000405.SER,"Condutor para calha PVC, circular Ø 88 mm, incluíndo conexões e braçadeiras",m,61.40,6.35,67.75
09.101.000410.SER,"Calha PVC moldura 89 x 132 mm, incluíndo emenda, esquadro, bocal, terminal, suporte e vedação, não incluído condutor",m,134.69,14.44,149.13
09.101.000415.SER,"Condutor para calha PVC retangular 65 x 110 mm, incluindo conexões e braçadeiras",m,67.22,6.35,73.57
09.102,Domos / iluminação zenital,m²,0,0.63,0.63
09.102.000005.SER,"Domo de acrílico com ou sem ventilação,1.25 m x 1.25 m",m²,631.30,28.88,660.18
09.102.000010.SER,"Domo de fibra de vidro, com ou sem ventilação, 1 m x 1 m",m²,473.00,28.88,501.88
09.102.000015.SER,"Domo modular de fibra de vidro",m²,780.03,14.44,794.47
09.103,Estruturas,m²,0,0.63,0.63
09.103.000005.SER,"Estrutura de aço para cobertura em arco, espaçamento entre arcos 4 m, vão 15 m",m²,147.44,0,147.44
09.103.000007.SER,"Estrutura de aço para cobertura em arco, espaçamento entre arcos 5 m, vão 20 m",m²,156.56,0,156.56
09.103.000009.SER,"Estrutura de aço para cobertura em arco, espaçamento entre arcos 6 m, vão 25 m",m²,167.20,0,167.20
09.103.000011.SER,"Estrutura de aço para cobertura em arco, espaçamento entre arcos 6 m, vão 30 m",m²,173.28,0,173.28
09.103.000013.SER,"Estrutura de aço para cobertura em shed, espaçamento entre tesouras 7 m, vão 15 m",m²,212.80,0,212.80
09.103.000015.SER,"Estrutura de aço para cobertura em shed, espaçamento entre tesouras 10 m, vão 20 m",m²,228.00,0,228.00
09.103.000017.SER,"Estrutura de aço para cobertura em shed, espaçamento entre tesouras 10 m, vão 25 m",m²,243.20,0,243.20
09.103.000019.SER,"Estrutura de aço para cobertura em shed, espaçamento entre tesouras 12 m, vão 30 m",m²,258.40,0,258.40
09.103.000021.SER,"Estrutura de aço para cobertura duas águas com lanternim, espaçamento entre tesouras 4 m, vão 15 m",m²,212.80,0,212.80
09.103.000023.SER,"Estrutura de aço para cobertura duas águas com lanternim, espaçamento entre tesouras 5 m, vão 20 m",m²,228.00,0,228.00
09.103.000025.SER,"Estrutura de aço para cobertura duas águas com lanternim, espaçamento entre tesouras 5 m, vão 25 m",m²,243.20,0,243.20
09.103.000027.SER,"Estrutura de aço para cobertura duas águas com lanternim, espaçamento entre tesouras 5 m, vão 30 m",m²,273.60,0,273.60
09.103.000029.SER,"Estrutura de aço para cobertura duas águas sem lanternim, espaçamento entre tesouras 4 m, vão 15 m",m²,159.60,0,159.60
09.103.000031.SER,"Estrutura de aço para cobertura duas águas sem lanternim, espaçamento entre tesouras 5 m, vão 20 m",m²,168.72,0,168.72
09.103.000033.SER,"Estrutura de aço para cobertura duas águas sem lanternim, espaçamento entre tesouras 5 m, vão 25 m",m²,193.04,0,193.04
09.103.000035.SER,"Estrutura de aço para cobertura duas águas sem lanternim, espaçamento entre tesouras 5 m, vão 30 m",m²,200.64,0,200.64
09.103.000037.SER,"Estrutura de alumínio em arco, espaçamento entre arcos de 3 a 6 m, vão de 20 m",m²,57.43,79.26,136.68
09.103.000039.SER,"Estrutura de alumínio em arco, espaçamento entre arcos de 3 a 6 m, vão de 30 m",m²,72.63,79.26,151.88
09.103.000041.SER,"Estrutura de alumínio em arco, espaçamento entre arcos de 3 a 6 m, vão de 40 m",m²,87.83,79.26,167.09
09.103.000043.SER,"Estrutura de alumínio em duas águas, espaçamento entre tesouras de 3 a 6 m, vão de 20 m",m²,64.18,79.26,143.44
09.103.000045.SER,"Estrutura de alumínio em duas águas, espaçamento entre tesouras de 3 a 6 m, vão de 25 m",m²,74.32,79.26,153.57
09.103.000047.SER,"Estrutura de alumínio em duas águas, espaçamento entre tesouras de 3 a 6 m, vão de 30 m",m²,84.45,79.26,163.71
09.103.000049.SER,"Estrutura de alumínio em duas águas, espaçamento entre tesouras de 3 a 6 m, vão de 40 m",m²,101.34,79.26,180.60
09.103.000051.SER,"Estrutura de madeira para telha cerâmica ou de concreto, vão de 3 a 7 m",m²,118.61,36.10,154.71
09.103.000053.SER,"Estrutura de madeira para telha cerâmica ou de concreto, vão de 7 a 10 m",m²,159.91,66.71,226.62
09.103.000055.SER,"Estrutura de madeira para telha cerâmica ou de concreto, vão de 10 a 13 m",m²,201.31,101.94,303.25
09.103.000057.SER,"Estrutura de madeira para telha cerâmica ou de concreto, ancorada em laje ou parede",m²,82.16,34.65,116.82
09.103.000059.SER,"Estrutura de madeira para telha estrutural de fibrocimento, ancorada em laje ou parede",m²,32.38,7.96,40.34
09.103.000061.SER,"Estrutura de madeira para telha ondulada de fibrocimento, alumínio ou plástica, vão de 10 m",m²,122.97,51.12,174.08
09.103.000063.SER,"Estrutura de madeira para telha ondulada de fibrocimento, alumínio ou plástica, vão de 15 m",m²,143.06,57.18,200.24
09.103.000065.SER,"Estrutura de madeira para telha ondulada de fibrocimento, alumínio ou plástica, vão de 20 m",m²,164.21,69.02,233.23
09.103.000067.SER,"Estrutura de madeira para telha ondulada de fibrocimento, alumínio ou plástica, ancorada em laje ou parede",m²,39.94,25.99,65.93
09.104.000005.SER,"Emboçamento da última fiada de telha cerâmica com argamassa de cimento, cal e areia 1:2:9",m,0.65,8.92,9.57
09.104.000010.SER,"Cumeeira para telha cerâmica emboçada com argamassa de cimento, cal e areia 1:2:9",m,9.56,14.70,24.26
09.104.000015.SER,"Emboçamento de cumeeira para telha de concreto colorida com argamassa de cimento, cal e areia 1:2:9",m,23.76,14.70,38.46
09.105,Telhas,m²,0,0.63,0.63
09.105.000005.SER,"Cobertura com telha cerâmica tipo francesa, inclinação 35%",m²,45.05,5.16,50.21
09.105.000010.SER,"Cobertura com telha cerâmica tipo paulista com argamassa de cimento, cal e areia 1:2:9, inclinação 35%",m²,80.73,50.22,130.95
09.105.000015.SER,"Cobertura com telha cerâmica tipo plan, inclinação 35%",m²,67.20,10.48,77.68
09.105.000020.SER,"Cobertura com telha cerâmica tipo telhão colonial, com argamassa de cimento, cal e areia 1:2:9, inclinação 35%",m²,57.69,32.15,89.84
09.105.000050.SER,"Cobertura com telha de alumínio envernizada ou pintada, perfil ondulado # 0.4 mm",m²,29.26,8.66,37.92
09.105.000055.SER,"Cobertura com telha de alumínio envernizada ou pintada, perfil trapezoidal # 0.5 mm",m²,34.78,8.66,43.44
